file_name,error,time,path_flag,nqubit,npau,single_qubit_gates,multi_qubit_gates,status,message
DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.7854,4,,,,,error,"[DBG] Expected error: 0.100000;   t: 0.785400
[DBG] Analyzing DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt:
[DBG] Length of Pauli String 1177

[DBG] ---- Trotterization (MarQSim) -> IBMDigital circuits: ----
[DBG] Dealing with 45441 pauli strings; lambda = 60.625823; relaxation factor: 1.002098.
[DBG] trotterMarQSim_IBMDigital raise EXN: Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")
Fatal error: exception Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")"
DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.7854,11,16,1177,186208331348,10059078667,ok,
DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.7854,12,16,1177,6578735753,173020177,ok,
DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.7854,13,,,,,error,"[DBG] Expected error: 0.100000;   t: 0.785400
[DBG] Analyzing DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt:
[DBG] Length of Pauli String 1177

[DBG] ---- Trotterization (QDrift) -> IndiAnalog circuits: ----
[DBG] Dealing with 45441 pauli strings; lambda = 60.625823; relaxation factor: 1.002098.
[DBG] trotterQDrift_IndiAnalog raise EXN: Dune__exe__Qblue_util.Parse_timeout(600)
Fatal error: exception Dune__exe__Qblue_util.Parse_timeout(600)"
DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,0.7854,14,,,,,error,"[DBG] Expected error: 0.100000;   t: 0.785400
[DBG] Analyzing DataSet1/dir_200_2500/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt:
[DBG] Length of Pauli String 1177

[DBG] ---- Trotterization (MarQSim) -> IndiAnalog circuits: ----
[DBG] Dealing with 45441 pauli strings; lambda = 60.625823; relaxation factor: 1.002098.
[DBG] trotterMarQSim_IndiAnalog raise EXN: Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")
Fatal error: exception Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")"
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,1,18,1884,31837383048,95862491736,ok,
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,2,18,1884,1291829304,2523090192,ok,
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,3,,,,,error,"[DBG] Expected error: 0.100000;   t: 0.785400
[DBG] Analyzing DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt:
[DBG] Length of Pauli String 1884

[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----
[DBG] Dealing with 187027 pauli strings; lambda = 123.060928; relaxation factor: 1.001034.
decompose to voqc
convert to full gate set
[DBG] trotterQDrift_IBMDigital raise EXN: Dune__exe__Qblue_util.Parse_timeout(600)
Fatal error: exception Dune__exe__Qblue_util.Parse_timeout(600)"
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,4,,,,,error,"[DBG] Expected error: 0.100000;   t: 0.785400
[DBG] Analyzing DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt:
[DBG] Length of Pauli String 1884

[DBG] ---- Trotterization (MarQSim) -> IBMDigital circuits: ----
[DBG] Dealing with 187027 pauli strings; lambda = 123.060928; relaxation factor: 1.001034.
[DBG] trotterMarQSim_IBMDigital raise EXN: Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")
Fatal error: exception Unix.Unix_error(Unix.E2BIG, ""create_process"", ""/usr/bin/python3"")"
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,11,18,1884,828472644432,41252840208,ok,
DataSet1/dir_200_2500/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.7854,12,18,1884,23026686624,559367136,ok,
